binomial,family,family_correct,binomial_correct
Trapelus sanguinolentus,Agamidae,Agamidae,Trapelus sanguinolentus
Trapelus savignii,Agamidae,Agamidae,Trapelus savignii
Trapelus schmitzi,Agamidae,Agamidae,Trapelus schmitzi
Trapelus tournevillei,Agamidae,Agamidae,Trapelus tournevillei
Gowidon temporalis,Agamidae,Agamidae,Tropicagama temporalis
Tympanocryptis centralis,Agamidae,Agamidae,Tympanocryptis centralis
Tympanocryptis cephalus,Agamidae,Agamidae,Tympanocryptis cephalus
Tympanocryptis condaminensis,Agamidae,Agamidae,Tympanocryptis condaminensis
Tympanocryptis diabolicus,Agamidae,Agamidae,Tympanocryptis diabolicus
Tympanocryptis fortescuensis,Agamidae,Agamidae,Tympanocryptis fortescuensis
Tympanocryptis gigas,Agamidae,Agamidae,Tympanocryptis gigas
Tympanocryptis houstoni,Agamidae,Agamidae,Tympanocryptis houstoni
Tympanocryptis intima,Agamidae,Agamidae,Tympanocryptis intima
Tympanocryptis lineata,Agamidae,Agamidae,Tympanocryptis lineata
Tympanocryptis pentalineata,Agamidae,Agamidae,Tympanocryptis pentalineata
Tympanocryptis pinguicolla,Agamidae,Agamidae,Tympanocryptis pinguicolla
Tympanocryptis pseudopsephos,Agamidae,Agamidae,Tympanocryptis pseudopsephos
Tympanocryptis tetraporophora,Agamidae,Agamidae,Tympanocryptis tetraporophora
Tympanocryptis uniformis,Agamidae,Agamidae,Tympanocryptis uniformis
Tympanocryptis wilsoni,Agamidae,Agamidae,Tympanocryptis wilsoni
Uromastyx acanthinura,Agamidae,Agamidae,Uromastyx acanthinura
Uromastyx aegyptia,Agamidae,Agamidae,Uromastyx aegyptia
Uromastyx alfredschmidti,Agamidae,Agamidae,Uromastyx alfredschmidti
Uromastyx benti,Agamidae,Agamidae,Uromastyx benti
Uromastyx dispar,Agamidae,Agamidae,Uromastyx dispar
Uromastyx geyri,Agamidae,Agamidae,Uromastyx geyri
Uromastyx macfadyeni,Agamidae,Agamidae,Uromastyx macfadyeni
Uromastyx nigriventris,Agamidae,Agamidae,Uromastyx nigriventris
Uromastyx ocellata,Agamidae,Agamidae,Uromastyx ocellata
Uromastyx ornata,Agamidae,Agamidae,Uromastyx ornata
Uromastyx princeps,Agamidae,Agamidae,Uromastyx princeps
Uromastyx thomasi,Agamidae,Agamidae,Uromastyx thomasi
Uromastyx yemenensis,Agamidae,Agamidae,Uromastyx yemenensis
Xenagama batillifera,Agamidae,Agamidae,Xenagama batillifera
Xenagama taylori,Agamidae,Agamidae,Xenagama taylori
Xenagama zonura,Agamidae,Agamidae,Xenagama zonura
Alligator mississippiensis,Alligatoridae,Alligatoridae,Alligator mississippiensis
Alligator sinensis,Alligatoridae,Alligatoridae,Alligator sinensis
Caiman crocodilus,Alligatoridae,Alligatoridae,Caiman crocodilus
Caiman latirostris,Alligatoridae,Alligatoridae,Caiman latirostris
Caiman yacare,Alligatoridae,Alligatoridae,Caiman yacare
Melanosuchus niger,Alligatoridae,Alligatoridae,Melanosuchus niger
Paleosuchus palpebrosus,Alligatoridae,Alligatoridae,Paleosuchus palpebrosus
Paleosuchus trigonatus,Alligatoridae,Alligatoridae,Paleosuchus trigonatus
Alopoglossus angulatus,Gymnophthalmidae,Alopoglossidae,Alopoglossus angulatus
Alopoglossus atriventris,Gymnophthalmidae,Alopoglossidae,Alopoglossus atriventris
Ptychoglossus bicolor,Gymnophthalmidae,Alopoglossidae,Alopoglossus bicolor
Ptychoglossus bilineatus,Gymnophthalmidae,Alopoglossidae,Alopoglossus bilineatus
Ptychoglossus brevifrontalis,Gymnophthalmidae,Alopoglossidae,Alopoglossus brevifrontalis
Ptychoglossus nicefori,Gymnophthalmidae,Alopoglossidae,Alopoglossus brevifrontalis
Alopoglossus buckleyi,Gymnophthalmidae,Alopoglossidae,Alopoglossus buckleyi
Alopoglossus copii,Gymnophthalmidae,Alopoglossidae,Alopoglossus copii
Ptychoglossus danieli,Gymnophthalmidae,Alopoglossidae,Alopoglossus danieli
Ptychoglossus eurylepis,Gymnophthalmidae,Alopoglossidae,Alopoglossus eurylepis
Alopoglossus festae,Gymnophthalmidae,Alopoglossidae,Alopoglossus festae
Ptychoglossus festae,Gymnophthalmidae,Alopoglossidae,Alopoglossus festae
Ptychoglossus gorgonae,Gymnophthalmidae,Alopoglossidae,Alopoglossus gorgonae
Ptychoglossus grandisquamatus,Gymnophthalmidae,Alopoglossidae,Alopoglossus grandisquamatus
Ptychoglossus kugleri,Gymnophthalmidae,Alopoglossidae,Alopoglossus kugleri
Alopoglossus lehmanni,Gymnophthalmidae,Alopoglossidae,Alopoglossus lehmanni
Alopoglossus meloi,Gymnophthalmidae,Alopoglossidae,Alopoglossus meloi
Ptychoglossus myersi,Gymnophthalmidae,Alopoglossidae,Alopoglossus myersi
Ptychoglossus plicatus,Gymnophthalmidae,Alopoglossidae,Alopoglossus plicatus
Ptychoglossus romalus,Gymnophthalmidae,Alopoglossidae,Alopoglossus romaleos
Ptychoglossus romaleos,Gymnophthalmidae,Alopoglossidae,Alopoglossus romaleos
Ptychoglossus stenolepis,Gymnophthalmidae,Alopoglossidae,Alopoglossus stenolepis
Ptychoglossus vallensis,Gymnophthalmidae,Alopoglossidae,Alopoglossus vallensis
Amphisbaena absaberi,Amphisbaenidae,Amphisbaenidae,Amphisbaena absaberi
Amphisbaena alba,Amphisbaenidae,Amphisbaenidae,Amphisbaena alba
Amphisbaena flavescens,Amphisbaenidae,Amphisbaenidae,Amphisbaena alba
Amphisbaena albocingulata,Amphisbaenidae,Amphisbaenidae,Amphisbaena albocingulata
Amphisbaena anaemariae,Amphisbaenidae,Amphisbaenidae,Amphisbaena anaemariae
Amphisbaena angustifrons,Amphisbaenidae,Amphisbaenidae,Amphisbaena angustifrons
Amphisbaena anomala,Amphisbaenidae,Amphisbaenidae,Amphisbaena anomala
Amphisbaena bakeri,Amphisbaenidae,Amphisbaenidae,Amphisbaena bakeri
Amphisbaena barbouri,Amphisbaenidae,Amphisbaenidae,Amphisbaena barbouri
Amphisbaena bedai,Amphisbaenidae,Amphisbaenidae,Amphisbaena bedai
Amphisbaena bolivica,Amphisbaenidae,Amphisbaenidae,Amphisbaena bolivica
Amphisbaena borelli,Amphisbaenidae,Amphisbaenidae,Amphisbaena borelli
Amphisbaena brasiliana,Amphisbaenidae,Amphisbaenidae,Amphisbaena brasiliana
Amphisbaena brevis,Amphisbaenidae,Amphisbaenidae,Amphisbaena brevis
Amphisbaena caeca,Amphisbaenidae,Amphisbaenidae,Amphisbaena caeca
Amphisbaena caetitensis,Amphisbaenidae,Amphisbaenidae,Amphisbaena caetitensis
Amphisbaena camura,Amphisbaenidae,Amphisbaenidae,Amphisbaena camura
Amphisbaena carlgansi,Amphisbaenidae,Amphisbaenidae,Amphisbaena carlgansi
Amphisbaena carvalhoi,Amphisbaenidae,Amphisbaenidae,Amphisbaena carvalhoi
Amphisbaena caudalis,Amphisbaenidae,Amphisbaenidae,Amphisbaena caudalis
Amphisbaena cayemite,Amphisbaenidae,Amphisbaenidae,Amphisbaena cayemite
Amphisbaena cegei,Amphisbaenidae,Amphisbaenidae,Amphisbaena cegei
Amphisbaena cubana,Amphisbaenidae,Amphisbaenidae,Amphisbaena cubana
Amphisbaena cuiabana,Amphisbaenidae,Amphisbaenidae,Amphisbaena cuiabana
Amphisbaena cunhai,Amphisbaenidae,Amphisbaenidae,Amphisbaena cunhai
Amphisbaena darwinii,Amphisbaenidae,Amphisbaenidae,Amphisbaena darwinii
Amphisbaena trachura,Amphisbaenidae,Amphisbaenidae,Amphisbaena darwinii
Amphisbaena heterozonata,Amphisbaenidae,Amphisbaenidae,Amphisbaena darwinii
Amphisbaena dubia,Amphisbaenidae,Amphisbaenidae,Amphisbaena dubia
Amphisbaena fenestrata,Amphisbaenidae,Amphisbaenidae,Amphisbaena fenestrata
Amphisbaena filiformis,Amphisbaenidae,Amphisbaenidae,Amphisbaena filiformis
Amphisbaena frontalis,Amphisbaenidae,Amphisbaenidae,Amphisbaena frontalis
Amphisbaena fuliginosa,Amphisbaenidae,Amphisbaenidae,Amphisbaena fuliginosa
Amphisbaena amazonica,Amphisbaenidae,Amphisbaenidae,Amphisbaena fuliginosa
Amphisbaena bassleri,Amphisbaenidae,Amphisbaenidae,Amphisbaena fuliginosa
Amphisbaena varia,Amphisbaenidae,Amphisbaenidae,Amphisbaena fuliginosa
Amphisbaena wiedi,Amphisbaenidae,Amphisbaenidae,Amphisbaena fuliginosa
Amphisbaena gonavensis,Amphisbaenidae,Amphisbaenidae,Amphisbaena gonavensis
Amphisbaena gracilis,Amphisbaenidae,Amphisbaenidae,Amphisbaena gracilis
Amphisbaena hastata,Amphisbaenidae,Amphisbaenidae,Amphisbaena hastata
Amphisbaena heathi,Amphisbaenidae,Amphisbaenidae,Amphisbaena heathi
Amphisbaena hogei,Amphisbaenidae,Amphisbaenidae,Amphisbaena hogei
Amphisbaena hoogmoedi,Amphisbaenidae,Amphisbaenidae,Amphisbaena hoogmoedi
Amphisbaena hyporissor,Amphisbaenidae,Amphisbaenidae,Amphisbaena hyporissor
Amphisbaena ibijara,Amphisbaenidae,Amphisbaenidae,Amphisbaena ibijara
Amphisbaena ignatiana,Amphisbaenidae,Amphisbaenidae,Amphisbaena ignatiana
Amphisbaena innocens,Amphisbaenidae,Amphisbaenidae,Amphisbaena innocens
Amphisbaena kingii,Amphisbaenidae,Amphisbaenidae,Amphisbaena kingii
Amphisbaena leeseri,Amphisbaenidae,Amphisbaenidae,Amphisbaena leeseri
Amphisbaena leucocephala,Amphisbaenidae,Amphisbaenidae,Amphisbaena leucocephala
Amphisbaena manni,Amphisbaenidae,Amphisbaenidae,Amphisbaena manni
Amphisbaena maranhensis,Amphisbaenidae,Amphisbaenidae,Amphisbaena maranhensis
Amphisbaena mebengokre,Amphisbaenidae,Amphisbaenidae,Amphisbaena mebengokre
Amphisbaena medemi,Amphisbaenidae,Amphisbaenidae,Amphisbaena medemi
Amphisbaena mertensii,Amphisbaenidae,Amphisbaenidae,Amphisbaena mertensii
Amphisbaena miringoera,Amphisbaenidae,Amphisbaenidae,Amphisbaena miringoera
Amphisbaena mitchelli,Amphisbaenidae,Amphisbaenidae,Amphisbaena mitchelli
Amphisbaena munoai,Amphisbaenidae,Amphisbaenidae,Amphisbaena munoai
Amphisbaena myersi,Amphisbaenidae,Amphisbaenidae,Amphisbaena myersi
Amphisbaena neglecta,Amphisbaenidae,Amphisbaenidae,Amphisbaena neglecta
Amphisbaena nigricauda,Amphisbaenidae,Amphisbaenidae,Amphisbaena nigricauda
Amphisbaena occidentalis,Amphisbaenidae,Amphisbaenidae,Amphisbaena occidentalis
Amphisbaena pericensis,Amphisbaenidae,Amphisbaenidae,Amphisbaena pericensis
Amphisbaena plumbea,Amphisbaenidae,Amphisbaenidae,Amphisbaena plumbea
Amphisbaena pretrei,Amphisbaenidae,Amphisbaenidae,Amphisbaena pretrei
Amphisbaena prunicolor,Amphisbaenidae,Amphisbaenidae,Amphisbaena prunicolor
Amphisbaena ridleyi,Amphisbaenidae,Amphisbaenidae,Amphisbaena ridleyi
Amphisbaena roberti,Amphisbaenidae,Amphisbaenidae,Amphisbaena roberti
Amphisbaena schmidti,Amphisbaenidae,Amphisbaenidae,Amphisbaena schmidti
Amphisbaena silvestrii,Amphisbaenidae,Amphisbaenidae,Amphisbaena silvestrii
Amphisbaena slateri,Amphisbaenidae,Amphisbaenidae,Amphisbaena slateri
Amphisbaena slevini,Amphisbaenidae,Amphisbaenidae,Amphisbaena slevini
Amphisbaena spurelli,Amphisbaenidae,Amphisbaenidae,Amphisbaena spurelli
Amphisbaena steindachneri,Amphisbaenidae,Amphisbaenidae,Amphisbaena steindachneri
Amphisbaena talisiae,Amphisbaenidae,Amphisbaenidae,Amphisbaena talisiae
Amphisbaena mensae,Amphisbaenidae,Amphisbaenidae,Amphisbaena talisiae
Amphisbaena townsendi,Amphisbaenidae,Amphisbaenidae,Amphisbaena townsendi
Amphisbaena vanzolinii,Amphisbaenidae,Amphisbaenidae,Amphisbaena vanzolinii
Amphisbaena vermicularis,Amphisbaenidae,Amphisbaenidae,Amphisbaena vermicularis
Amphisbaena xera,Amphisbaenidae,Amphisbaenidae,Amphisbaena xera
Ancylocranium barkeri,Amphisbaenidae,Amphisbaenidae,Ancylocranium barkeri
Ancylocranium ionidesi,Amphisbaenidae,Amphisbaenidae,Ancylocranium ionidesi
Ancylocranium somalicum,Amphisbaenidae,Amphisbaenidae,Ancylocranium somalicum
Baikia africana,Amphisbaenidae,Amphisbaenidae,Baikia africana
Chirindia ewerbecki,Amphisbaenidae,Amphisbaenidae,Chirindia ewerbecki
Chirindia langi,Amphisbaenidae,Amphisbaenidae,Chirindia langi
Chirindia mpwapwaensis,Amphisbaenidae,Amphisbaenidae,Chirindia mpwapwaensis
Chirindia rondoensis,Amphisbaenidae,Amphisbaenidae,Chirindia rondoensis
Chirindia swynnertoni,Amphisbaenidae,Amphisbaenidae,Chirindia swynnertoni
Cynisca chirioi,Amphisbaenidae,Amphisbaenidae,Cynisca chirioi
Cynisca feae,Amphisbaenidae,Amphisbaenidae,Cynisca feae
Cynisca gansi,Amphisbaenidae,Amphisbaenidae,Cynisca gansi
Cynisca haugi,Amphisbaenidae,Amphisbaenidae,Cynisca haugi
Cynisca ivoirensis,Amphisbaenidae,Amphisbaenidae,Cynisca ivoirensis
Cynisca kigomensis,Amphisbaenidae,Amphisbaenidae,Cynisca kigomensis
Cynisca kraussi,Amphisbaenidae,Amphisbaenidae,Cynisca kraussi
Cynisca leucura,Amphisbaenidae,Amphisbaenidae,Cynisca leucura
Cynisca liberiensis,Amphisbaenidae,Amphisbaenidae,Cynisca liberiensis
Cynisca manei,Amphisbaenidae,Amphisbaenidae,Cynisca manei
Cynisca nigeriensis,Amphisbaenidae,Amphisbaenidae,Cynisca nigeriensis
Cynisca oligopholis,Amphisbaenidae,Amphisbaenidae,Cynisca oligopholis
Cynisca rouxae,Amphisbaenidae,Amphisbaenidae,Cynisca rouxae
Cynisca schaeferi,Amphisbaenidae,Amphisbaenidae,Cynisca schaeferi
Cynisca senegalensis,Amphisbaenidae,Amphisbaenidae,Cynisca senegalensis
Cynisca williamsi,Amphisbaenidae,Amphisbaenidae,Cynisca williamsi
Dalophia angolensis,Amphisbaenidae,Amphisbaenidae,Dalophia angolensis
Dalophia ellenbergeri,Amphisbaenidae,Amphisbaenidae,Dalophia ellenbergeri
Dalophia longicauda,Amphisbaenidae,Amphisbaenidae,Dalophia longicauda
Dalophia pistillum,Amphisbaenidae,Amphisbaenidae,Dalophia pistillum
Monopeltis welwitschii,Amphisbaenidae,Amphisbaenidae,Dalophia welwitschii
Geocalamus acutus,Amphisbaenidae,Amphisbaenidae,Geocalamus acutus
Geocalamus modestus,Amphisbaenidae,Amphisbaenidae,Geocalamus modestus
Amphisbaena cerradensis,Amphisbaenidae,Amphisbaenidae,Leposternon cerradensis
Amphisbaena infraorbitale,Amphisbaenidae,Amphisbaenidae,Leposternon infraorbitale
Amphisbaena microcephalum,Amphisbaenidae,Amphisbaenidae,Leposternon microcephalum
Amphisbaena octostegum,Amphisbaenidae,Amphisbaenidae,Leposternon octostegum
Amphisbaena polystegum,Amphisbaenidae,Amphisbaenidae,Leposternon polystegum
Amphisbaena scutigerum,Amphisbaenidae,Amphisbaenidae,Leposternon scutigerum
Amphisbaena wuchereri,Amphisbaenidae,Amphisbaenidae,Leposternon wuchereri
Loveridgea ionidesii,Amphisbaenidae,Amphisbaenidae,Loveridgea ionidesii
Loveridgea phylofiniens,Amphisbaenidae,Amphisbaenidae,Loveridgea phylofiniens
Mesobaena huebneri,Amphisbaenidae,Amphisbaenidae,Mesobaena huebneri
Mesobaena rhachicephala,Amphisbaenidae,Amphisbaenidae,Mesobaena rhachicephala
Monopeltis anchietae,Amphisbaenidae,Amphisbaenidae,Monopeltis anchietae
Monopeltis capensis,Amphisbaenidae,Amphisbaenidae,Monopeltis capensis
Monopeltis decosteri,Amphisbaenidae,Amphisbaenidae,Monopeltis decosteri
Monopeltis galeata,Amphisbaenidae,Amphisbaenidae,Monopeltis galeata
Monopeltis guentheri,Amphisbaenidae,Amphisbaenidae,Monopeltis guentheri
Monopeltis infuscata,Amphisbaenidae,Amphisbaenidae,Monopeltis infuscata
Monopeltis jugularis,Amphisbaenidae,Amphisbaenidae,Monopeltis jugularis
Monopeltis kabindae,Amphisbaenidae,Amphisbaenidae,Monopeltis kabindae
Monopeltis leonhardi,Amphisbaenidae,Amphisbaenidae,Monopeltis leonhardi
Monopeltis luandae,Amphisbaenidae,Amphisbaenidae,Monopeltis luandae
Monopeltis perplexus,Amphisbaenidae,Amphisbaenidae,Monopeltis perplexus
Monopeltis rhodesiana,Amphisbaenidae,Amphisbaenidae,Monopeltis rhodesiana
Monopeltis scalper,Amphisbaenidae,Amphisbaenidae,Monopeltis scalper
Monopeltis schoutedeni,Amphisbaenidae,Amphisbaenidae,Monopeltis schoutedeni
Monopeltis sphenorhynchus,Amphisbaenidae,Amphisbaenidae,Monopeltis sphenorhynchus
Monopeltis vanderysti,Amphisbaenidae,Amphisbaenidae,Monopeltis vanderysti
Monopeltis zambezensis,Amphisbaenidae,Amphisbaenidae,Monopeltis zambezensis
Zygaspis ferox,Amphisbaenidae,Amphisbaenidae,Zygaspis ferox
Zygaspis maraisi,Amphisbaenidae,Amphisbaenidae,Zygaspis maraisi
Zygaspis nigra,Amphisbaenidae,Amphisbaenidae,Zygaspis nigra
Zygaspis quadrifrons,Amphisbaenidae,Amphisbaenidae,Zygaspis quadrifrons
Zygaspis vandami,Amphisbaenidae,Amphisbaenidae,Zygaspis vandami
Zygaspis violacea,Amphisbaenidae,Amphisbaenidae,Zygaspis violacea
Mesaspis antauges,Anguidae,Anguidae,Abronia antauges
Abronia anzuetoi,Anguidae,Anguidae,Abronia anzuetoi
Abronia aurita,Anguidae,Anguidae,Abronia aurita
Abronia bogerti,Anguidae,Anguidae,Abronia bogerti
Abronia campbelli,Anguidae,Anguidae,Abronia campbelli
Abronia chiszari,Anguidae,Anguidae,Abronia chiszari
Abronia deppii,Anguidae,Anguidae,Abronia deppii
Abronia fimbriata,Anguidae,Anguidae,Abronia fimbriata
Abronia frosti,Anguidae,Anguidae,Abronia frosti
Abronia fuscolabialis,Anguidae,Anguidae,Abronia fuscolabialis
Barisia gadovii,Anguidae,Anguidae,Abronia gadovii
Mesaspis gadovii,Anguidae,Anguidae,Abronia gadovii
Abronia gaiophantasma,Anguidae,Anguidae,Abronia gaiophantasma
Abronia graminea,Anguidae,Anguidae,Abronia graminea
Mesaspis juarezi,Anguidae,Anguidae,Abronia juarezi 
Abronia leurolepis,Anguidae,Anguidae,Abronia leurolepis
Abronia lythrochila,Anguidae,Anguidae,Abronia lythrochila
Abronia martindelcampoi,Anguidae,Anguidae,Abronia martindelcampoi
Abronia matudai,Anguidae,Anguidae,Abronia matudai
Abronia meledona,Anguidae,Anguidae,Abronia meledona
Abronia mitchelli,Anguidae,Anguidae,Abronia mitchelli
Abronia mixteca,Anguidae,Anguidae,Abronia mixteca
Abronia montecristoi,Anguidae,Anguidae,Abronia montecristoi
Mesaspis monticola,Anguidae,Anguidae,Abronia monticola
Barisia moreleti,Anguidae,Anguidae,Abronia moreletii
Mesaspis moreletii,Anguidae,Anguidae,Abronia moreletii
Abronia oaxacae,Anguidae,Anguidae,Abronia oaxacae
Abronia ochoterenai,Anguidae,Anguidae,Abronia ochoterenai
Abronia ornelasi,Anguidae,Anguidae,Abronia ornelasi
Abronia ramirezi,Anguidae,Anguidae,Abronia ramirezi
Abronia reidi,Anguidae,Anguidae,Abronia reidi
Abronia salvadorensis,Anguidae,Anguidae,Abronia salvadorensis
Abronia smithi,Anguidae,Anguidae,Abronia smithi
Abronia taeniata,Anguidae,Anguidae,Abronia taeniata
Abronia vasconcelosii,Anguidae,Anguidae,Abronia vasconcelosii
Mesaspis viridiflava,Anguidae,Anguidae,Abronia viridiflava
Anguis cephallonica,Anguidae,Anguidae,Anguis cephallonica
Anguis colchica,Anguidae,Anguidae,Anguis colchica
Anguis fragilis,Anguidae,Anguidae,Anguis fragilis
Anguis graeca,Anguidae,Anguidae,Anguis graeca
Anniella alexanderae,Anniellidae,Anguidae,Anniella alexanderae
Anniella campi,Anniellidae,Anguidae,Anniella campi
Anniella geronimensis,Anniellidae,Anguidae,Anniella geronimensis
Anniella grinnelli,Anniellidae,Anguidae,Anniella grinnelli
Anniella pulchra,Anniellidae,Anguidae,Anniella pulchra
Anniella stebbinsi,Anniellidae,Anguidae,Anniella stebbinsi
Barisia ciliaris,Anguidae,Anguidae,Barisia ciliaris
Barisia herrerae,Anguidae,Anguidae,Barisia herrerae
Barisia imbricata,Anguidae,Anguidae,Barisia imbricata
Barisia jonesi,Anguidae,Anguidae,Barisia jonesi
Barisia levicollis,Anguidae,Anguidae,Barisia levicollis
Barisia planifrons,Anguidae,Anguidae,Barisia planifrons
Barisia rudicollis,Anguidae,Anguidae,Barisia rudicollis
Dopasia buettikoferi,Anguidae,Anguidae,Dopasia buettikoferi
Dopasia gracilis,Anguidae,Anguidae,Dopasia gracilis
Dopasia harti,Anguidae,Anguidae,Dopasia harti
Dopasia sokolovi,Anguidae,Anguidae,Dopasia sokolovi
Dopasia wegneri,Anguidae,Anguidae,Dopasia wegneri
Elgaria cedrosensis,Anguidae,Anguidae,Elgaria cedrosensis
Elgaria coerulea,Anguidae,Anguidae,Elgaria coerulea
Elgaria kingii,Anguidae,Anguidae,Elgaria kingii
Elgaria multicarinata,Anguidae,Anguidae,Elgaria multicarinata
Elgaria panamintina,Anguidae,Anguidae,Elgaria panamintina
Elgaria paucicarinata,Anguidae,Anguidae,Elgaria paucicarinata
Elgaria velazquezi,Anguidae,Anguidae,Elgaria velazquezi
Gerrhonotus infernalis,Anguidae,Anguidae,Gerrhonotus infernalis
Gerrhonotus liocephalus,Anguidae,Anguidae,Gerrhonotus liocephalus
Gerrhonotus weigmanni,Anguidae,Anguidae,Gerrhonotus liocephalus
Gerrhonotus lugoi,Anguidae,Anguidae,Gerrhonotus lugoi
Gerrhonotus ophiurus,Anguidae,Anguidae,Gerrhonotus ophiurus
Coloptychon rhombifer,Anguidae,Anguidae,Gerrhonotus rhombifer
Hyalosaurus koellikeri,Anguidae,Anguidae,Hyalosaurus koellikeri
Pseudopus apus,Anguidae,Anguidae,Hyalosaurus koellikeri
Ophisaurus attenuatus,Anguidae,Anguidae,Ophisaurus attenuatus
Ophisaurus ceroni,Anguidae,Anguidae,Ophisaurus ceroni
Ophisaurus compressus,Anguidae,Anguidae,Ophisaurus compressus
Anguis incomptus,Anguidae,Anguidae,Ophisaurus incomptus
Ophisaurus mimicus,Anguidae,Anguidae,Ophisaurus mimicus
Ophisaurus ventralis,Anguidae,Anguidae,Ophisaurus ventralis
Pseudopus apodus,Anguidae,Anguidae,Pseudopus apodus
Pseudopus laurillardi,Anguidae,Anguidae,Pseudopus apodus
Anilius scytale,Aniliidae,Aniliidae,Anilius scytale
Anomalepis aspinosus,Anomalepididae,Anomalepididae,Anomalepis aspinosus
Anomalepis colombia,Anomalepididae,Anomalepididae,Anomalepis colombia
Anomalepis flavapices,Anomalepididae,Anomalepididae,Anomalepis flavapices
Anomalepis mexicanus,Anomalepididae,Anomalepididae,Anomalepis mexicanus
Helminthophis flavoterminatus,Anomalepididae,Anomalepididae,Helminthophis flavoterminatus
Helminthophis frontalis,Anomalepididae,Anomalepididae,Helminthophis frontalis
Helminthophis praeocularis,Anomalepididae,Anomalepididae,Helminthophis praeocularis
Liotyphlops albirostris,Anomalepididae,Anomalepididae,Liotyphlops albirostris
